Country,Year,"Birth Per 1,000 population","Deaths Per 1,000 population","Net number of migrants per 1,000 population","     Rate of natural increase",Growth rate,"     Population","         Births","       Deaths","    Net numberof migrants","    Natural increase"
Grenada,2000,23.1,8,-16.5,1.51,-0.14,89312,2068,718,-1472,1350
Grenada,2006,22.1,6.9,-12.6,1.52,0.26,89703,1981,617,-1129,1364
Grenada,2007,21.9,6.6,-11.9,1.53,0.34,89971,1968,595,-1071,1373
Guam,2001,22.6,4.4,0,1.83,1.83,158330,3583,690,0,2893
Guam,2002,20,4.1,0,1.59,1.59,161057,3223,659,0,2564
Guam,2003,19.6,4.3,0,1.53,1.53,163593,3215,705,0,2510
Guam,2004,19.3,4.3,0,1.5,1.5,166090,3207,722,0,2485
Guam,2005,19,4.4,0,1.46,1.46,168564,3208,743,0,2465
Guam,2006,18.8,4.5,0,1.43,1.43,171019,3213,766,0,2447
Guam,2007,18.6,4.6,0,1.4,1.4,173456,3219,791,0,2428
Guam,2000,24.4,4.3,0,2.01,2.01,155324,3787,666,0,3121
Guatemala,2003,31.2,5.6,-7.2,2.56,1.84,11725208,366295,66130,-84187,300165
Guatemala,2004,30.7,5.5,-7.2,2.51,1.79,11939986,366199,66267,-86326,299932
Guatemala,2006,29.6,5.4,-2.4,2.43,2.19,12454747,368910,66757,-29393,302153
Guatemala,2002,31.8,5.8,-6.9,2.61,1.92,11506669,366257,66163,-78936,300094
Guatemala,2001,32.5,5.9,-6.8,2.66,1.98,11284350,366629,66239,-76959,300390
Guatemala,2000,33.2,6,-11.4,2.72,1.58,11085025,368245,66399,-126702,301846
Guatemala,2007,29.1,5.3,-2.3,2.38,2.15,12728111,370261,67077,-29402,303184
Guatemala,2005,30.1,5.5,-2.4,2.47,2.23,12182548,367304,66395,-29360,300909
Guernsey,2007,8.7,10.1,3.8,-0.14,0.24,65573,567,660,250,-93
Guernsey,2001,9.9,9.9,3.9,0,0.39,64342,637,635,250,2
Guernsey,2002,9.7,9.9,3.9,-0.02,0.37,64587,626,637,250,-11
Guernsey,2003,9.4,9.8,3.9,-0.04,0.34,64818,611,638,250,-27
Guernsey,2004,9.2,9.9,3.8,-0.07,0.31,65031,596,642,250,-46
Guernsey,2005,9,9.9,3.8,-0.09,0.29,65228,588,649,250,-61
Guernsey,2000,10.2,9.8,3.9,0.03,0.42,64080,652,631,250,21
Guernsey,2006,8.8,10,3.8,-0.12,0.26,65409,576,655,250,-79
Guinea,2000,43.4,16.4,-7.7,2.7,1.93,8638858,374494,141332,-66606,233162
Guinea,2001,43,16.2,-29.1,2.68,-0.23,8713005,375008,141151,-253810,233857
Guinea,2002,42.8,16.1,-2.4,2.67,2.43,8807818,376534,141454,-21315,235080
Guinea,2003,42.5,15.9,-3.1,2.66,2.35,9020431,383278,143425,-28324,239853
Guinea,2004,42.2,15.8,-3.1,2.65,2.34,9234177,390144,145531,-28349,244613
Guinea,2005,42,15.6,-3,2.64,2.34,9452670,397107,147745,-28358,249362
Guinea,2006,41.8,15.5,0,2.63,2.63,9690222,404664,150005,0,254659
Guinea,2007,41.5,15.3,0,2.62,2.62,9947814,413133,152500,0,260633
Guinea-Bissau,2007,36.8,16.3,0,2.05,2.05,1472780,54213,23992,0,30221
Guinea-Bissau,2006,37.2,16.5,0,2.07,2.07,1442747,53699,23834,0,29865
Guinea-Bissau,2005,37.6,16.7,-1.5,2.09,1.94,1414159,53201,23659,-2178,29542
Guinea-Bissau,2004,38,16.9,-1.6,2.11,1.96,1386926,52717,23411,-2177,29306
Guinea-Bissau,2003,38.4,17,-1.6,2.14,1.98,1359917,52221,23132,-2176,29089
Guinea-Bissau,2002,38.8,17.1,-1.6,2.17,2,1333120,51712,22796,-2186,28916
Guinea-Bissau,2001,39.2,17.1,-1.7,2.2,2.04,1306455,51174,22406,-2182,28768
Guinea-Bissau,2000,39.6,17.2,0,2.24,2.24,1278859,50592,21996,0,28596
Guyana,2006,18.3,8.3,-7.5,1,0.25,767245,14025,6353,-5747,7672
Guyana,2007,18.1,8.3,-7.5,0.98,0.23,769095,13913,6368,-5745,7545
Guyana,2005,18.4,8.3,-7.5,1.01,0.26,765283,14119,6367,-5747,7752
Guyana,2003,18.7,8.4,-7.5,1.03,0.28,761181,14265,6432,-5747,7833
Guyana,2002,18.8,8.5,-7.6,1.03,0.27,759104,14294,6483,-5746,7811
Guyana,2001,18.9,8.7,-7.6,1.02,0.26,757092,14286,6564,-5746,7722
Guyana,2000,18.9,8.8,-7.6,1.01,0.25,755171,14273,6646,-5747,7627
Guyana,2004,18.6,8.4,-7.5,1.02,0.27,763251,14204,6388,-5747,7816
Haiti,2006,36,10.7,-1.3,2.53,2.4,8497543,306081,91009,-10877,215072
Haiti,2005,36.2,11.1,-1.6,2.51,2.34,8298163,300062,92110,-13609,207952
Haiti,2004,36.2,11.6,-2,2.47,2.27,8109050,293872,93660,-16299,200212
Haiti,2003,36.4,11.9,-2.4,2.45,2.21,7929753,288247,94285,-19031,193962
Haiti,2002,36.5,12.2,-2.8,2.43,2.15,7759097,283052,94816,-21803,188236
Haiti,2001,36.7,12.6,-3.8,2.41,2.03,7598678,278644,95363,-28799,183281
Haiti,2007,35.9,10.4,-0.9,2.55,2.45,8706497,312302,90548,-8184,221754
Haiti,2000,36.9,12.9,-3.1,2.4,2.09,7443620,274744,95725,-23224,179019
Honduras,2007,27.6,5.3,-1.4,2.23,2.09,7483763,206477,39814,-10178,166663
Honduras,2006,28.2,5.3,-1.4,2.3,2.16,7326496,206900,38684,-10184,168216
Honduras,2000,33.2,5.2,-1.8,2.8,2.62,6347658,211060,33135,-11553,177925
Honduras,2004,29.8,5.2,-1.4,2.45,2.31,7007482,208473,36649,-10161,171824
Honduras,2003,30.6,5.2,-1,2.54,2.44,6843018,209533,35721,-6638,173812
Honduras,2002,31.5,5.2,-1.7,2.63,2.46,6677328,210336,34789,-11351,175547
Honduras,2001,32.4,5.2,-1.9,2.72,2.52,6513048,210827,33933,-12440,176894
Honduras,2005,28.9,5.2,-1.4,2.36,2.22,7167902,206937,37631,-10178,169306
Hong Kong S.A.R.,2007,7.3,6.5,4.7,0.09,0.56,6980412,51236,45024,32948,6212
Hong Kong S.A.R.,2006,7.3,6.3,4.9,0.1,0.59,6940432,50596,43655,33939,6941
Hong Kong S.A.R.,2005,7.3,6.1,5.1,0.11,0.62,6898686,50084,42289,34907,7795
Hong Kong S.A.R.,2004,7.2,6,5.2,0.12,0.65,6855125,49563,40994,35921,8569
Hong Kong S.A.R.,2003,7.2,5.8,5.4,0.14,0.68,6809738,49098,39701,36909,9397
Hong Kong S.A.R.,2002,7.2,5.7,5.6,0.15,0.71,6762476,48757,38411,37870,10346
Hong Kong S.A.R.,2001,7.2,5.5,5.8,0.17,0.74,6713376,48202,37125,38870,11077
Hong Kong S.A.R.,2000,8.1,5.5,6.2,0.27,0.89,6658720,54135,36290,41484,17845
Hungary,2003,9.8,13.1,0.8,-0.34,-0.25,10057745,98063,132058,8549,-33995
Hungary,2004,9.8,13.2,0.9,-0.34,-0.25,10032375,98016,132026,8628,-34010
Hungary,2006,9.7,13.1,0.9,-0.34,-0.25,9981334,97019,130855,8584,-33836
Hungary,2002,9.7,13.1,0.8,-0.34,-0.26,10083313,97707,132091,8571,-34384
Hungary,2001,9.6,13.1,0.8,-0.35,-0.26,10109467,97051,132232,8593,-35181
Hungary,2000,9.6,13.4,0.8,-0.38,-0.29,10137449,97624,135639,8617,-38015
Hungary,2007,9.7,13.1,0.9,-0.34,-0.25,9956108,96176,129927,8562,-33751
Hungary,2005,9.8,13.2,0.9,-0.34,-0.26,10006835,97667,131990,8606,-34323
Iceland,2000,15.3,6.5,6.1,0.89,1.5,281043,4314,1824,1714,2490
Iceland,2001,14.4,6.1,3.4,0.83,1.17,284812,4090,1726,968,2364
Iceland,2002,14.1,6.3,3,0.77,1.08,288030,4047,1826,878,2221
Iceland,2003,13.9,6.5,2.7,0.75,1.02,291064,4057,1880,789,2177
Iceland,2004,13.8,6.6,2.4,0.73,0.96,293966,4066,1931,700,2135
Iceland,2005,13.7,6.7,2.1,0.7,0.91,296737,4074,1982,611,2092
Iceland,2006,13.6,6.7,1.7,0.69,0.87,299388,4084,2012,521,2072
Iceland,2007,13.6,6.8,1.4,0.68,0.82,301931,4097,2044,432,2053
India,2001,25.4,8,-0.1,1.74,1.73,1021967134,25968185,8185957,-51098,17782228
India,2000,26.3,8.3,-0.1,1.8,1.79,1004124224,26388385,8354314,-60247,18034071
India,2003,24.4,7.5,-0.1,1.7,1.69,1057504419,25834833,7878408,-52875,17956425
India,2004,24,7.2,-0.1,1.68,1.68,1075473222,25854376,7754162,-53774,18100214
India,2005,23.6,7,-0.1,1.67,1.66,1093563426,25851839,7644008,-54678,18207831
India,2006,23.2,6.8,-0.1,1.64,1.63,1111713910,25747294,7537420,-55586,18209874
India,2007,22.7,6.6,-0.1,1.61,1.61,1129866154,25636663,7434519,-56493,18202144
India,2002,24.8,7.7,-0.1,1.71,1.71,1039690529,25805119,8026411,-51985,17778708
Indonesia,2007,19.6,6.2,-1.3,1.34,1.21,234693997,4611737,1466837,-298061,3144900
Indonesia,2006,20.1,6.3,-1.3,1.38,1.25,231820243,4647996,1451195,-299048,3196801
Indonesia,2004,20.9,7,-1.3,1.39,1.25,226004132,4714446,1582029,-298325,3132417
Indonesia,2003,21.3,6.3,-1.3,1.49,1.36,223069671,4742461,1409800,-298913,3332661
Indonesia,2002,21.6,6.3,-1.4,1.53,1.39,220018666,4763404,1397119,-297025,3366285
Indonesia,2001,22,6.4,-1.4,1.56,1.43,216936604,4781283,1386225,-297203,3395058
Indonesia,2000,22.4,6.4,-1.4,1.6,1.46,213829469,4791918,1374923,-297223,3416995
Indonesia,2005,20.4,6.3,-1.3,1.42,1.29,228895746,4680918,1435176,-297564,3245742
Iran,2007,16.6,5.7,-4.3,1.09,0.66,65397521,1083637,369496,-280555,714141
Iran,2006,16.3,5.6,-5.9,1.07,0.48,65025373,1059263,364792,-384300,694471
Iran,2005,16,5.6,-6.3,1.04,0.41,64737226,1033853,359939,-408492,673914
Iran,2004,15.6,5.5,-1.5,1.01,0.86,64326188,1006062,355081,-94559,650981
Iran,2003,15.4,5.9,-7.2,0.95,0.23,63988372,986061,377531,-463276,608530
Iran,2002,15.3,5.5,-11,0.98,-0.12,63941906,975753,349123,-705919,626630
Iran,2001,15.2,5.5,-2.5,0.98,0.72,63750355,969643,347439,-160013,622204
Iran,2000,15.3,5.5,-2.1,0.99,0.78,63273255,969346,345472,-131608,623874
Iraq,2007,31.4,5.3,0,2.62,2.62,27499638,864589,144648,0,719941
Iraq,2006,32,5.4,0,2.66,2.66,26783383,856533,143827,0,712706
Iraq,2000,35,6.4,0,2.86,2.86,22675617,794554,145124,0,649430
Iraq,2005,32.5,5.5,0,2.7,2.7,26074906,847434,143151,0,704283
Iraq,2004,33.1,5.7,0,2.74,2.74,25374691,839649,143621,0,696028
Iraq,2003,33.7,5.8,0,2.78,2.78,24683313,830840,144151,0,686689
Iraq,2002,34.2,6,0,2.82,2.82,24001816,820862,144491,0,676371
Iraq,2001,34.6,6.2,0,2.84,2.84,23331985,808220,144892,0,663328
Ireland,2003,14.4,8,5,0.65,1.15,3924023,56702,31274,19816,25428
Ireland,2004,14.5,7.9,5,0.66,1.16,3969558,57440,31399,19808,26041
Ireland,2006,14.4,7.8,4.9,0.66,1.15,4062235,58699,31767,19783,26932
Ireland,2002,14.4,8,5.1,0.64,1.15,3879155,55899,31188,19784,24711
Ireland,2001,14.4,8.1,5.2,0.62,1.14,3835025,55071,31140,19789,23931
Ireland,2000,14.3,8.2,5.2,0.61,1.13,3791690,54221,31130,19793,23091
Ireland,2007,14.4,7.8,4.8,0.66,1.14,4109086,59171,32010,19806,27161
Ireland,2005,14.5,7.8,4.9,0.66,1.16,4015676,58107,31523,19797,26584
Isle of Man,2007,11,11.1,5.3,-0.01,0.51,75831,831,842,400,-11
Isle of Man,2001,11.6,11.8,5.4,-0.03,0.52,73489,851,870,400,-19
Isle of Man,2002,11.5,11.7,5.4,-0.02,0.52,73873,849,863,400,-14
Isle of Man,2003,11.4,11.5,5.4,-0.01,0.53,74261,845,853,400,-8
Isle of Man,2004,11.3,11.3,5.4,-0.01,0.53,74655,842,847,400,-5
Isle of Man,2005,11.2,11.3,5.3,-0.01,0.53,75049,839,845,400,-6
Isle of Man,2000,11.7,12,5.5,-0.04,0.51,73112,852,877,400,-25
Isle of Man,2006,11.1,11.2,5.3,-0.01,0.52,75441,834,844,400,-10
Israel,2000,19.3,6.2,3.6,1.31,1.67,5842454,112876,36340,21208,76536
Israel,2001,19.1,6.2,2.9,1.29,1.58,5938093,113536,36935,16924,76601
Israel,2002,18.9,6.2,2.1,1.27,1.48,6029529,114018,37443,12722,76575
Israel,2003,18.7,6.2,1.4,1.25,1.39,6116533,114196,37923,8502,76273
Israel,2004,18.4,6.2,0.7,1.23,1.29,6199008,114372,38372,4215,76000
Israel,2005,18.2,6.2,0,1.2,1.2,6276883,114302,38791,0,75511
Israel,2006,18,6.2,0,1.18,1.18,6352117,114148,39256,0,74892
Israel,2007,17.7,6.2,0,1.15,1.15,6426679,113816,39653,0,74163
Italy,2001,9.4,9.9,2.1,-0.06,0.15,57844924,541428,574400,119739,-32972
Italy,2002,9.3,10,2.1,-0.07,0.13,57926999,538142,581008,119909,-42866
Italy,2000,9.4,9.7,3.1,-0.03,0.28,57719337,543139,560455,181239,-17316
Italy,2003,9.2,10.1,2.1,-0.09,0.11,57998353,532425,586943,120057,-54518
Italy,2004,9.1,10.2,2.1,-0.12,0.09,58057477,525420,592767,120179,-67347
Italy,2005,8.9,10.3,2.1,-0.14,0.07,58103033,516536,598461,120273,-81925
Italy,2007,8.5,10.5,2.1,-0.2,0.01,58147733,496582,610551,119784,-113969
Italy,2006,8.7,10.4,2.1,-0.17,0.04,58133509,506924,604588,119755,-97664
Jamaica,2007,20.4,6.6,-6.1,1.39,0.78,2780132,56826,18321,-16875,38505
Jamaica,2005,21.2,6.5,-6.5,1.48,0.83,2735520,58130,17699,-17671,40431
Jamaica,2004,21.7,6.4,-6.7,1.52,0.86,2712355,58804,17468,-18064,41336
Jamaica,2003,22.1,6.4,-6.9,1.57,0.88,2688706,59474,17261,-18471,42213
Jamaica,2002,22.5,6.4,-7.1,1.61,0.9,2664659,60008,17107,-18839,42901
Jamaica,2001,22.9,6.4,-7.3,1.65,0.92,2640289,60542,16898,-19248,43644
Jamaica,2000,23.3,6.4,-7.4,1.69,0.95,2615467,60993,16844,-19250,44149
Jamaica,2006,20.8,6.5,-6.3,1.43,0.8,2758124,57424,17983,-17293,39441
Japan,2006,8.3,8.7,0,-0.04,-0.04,127515169,1059651,1110657,0,-51006
Japan,2005,8.5,8.4,0,0.01,0.01,127537189,1082791,1076414,0,6377
Japan,2004,8.9,8,0,0.08,0.08,127480498,1130752,1023668,0,107084
Japan,2003,9,8,0,0.11,0.11,127357744,1151314,1012494,0,138820
Japan,2002,9.3,7.7,0,0.16,0.16,127187243,1181569,979342,0,202227
Japan,2001,9.4,7.6,0,0.18,0.18,126971913,1194806,967526,0,227280
Japan,2000,9.6,7.6,0,0.2,0.2,126729223,1219135,961875,0,257260
Japan,2007,8.1,9,0,-0.09,-0.09,127433494,1032211,1144353,0,-112142
Jersey,2000,11.7,9.3,2.8,0.24,0.52,88915,1036,823,250,213
Jersey,2007,9,9.3,2.7,-0.03,0.24,91321,824,851,250,-27
Jersey,2005,9.7,9.2,2.8,0.05,0.32,90812,877,835,250,42
Jersey,2004,10,9.2,2.8,0.09,0.36,90502,909,830,250,79
Jersey,2003,10.4,9.2,2.8,0.13,0.4,90156,941,827,250,114
Jersey,2002,10.9,9.2,2.8,0.16,0.44,89775,975,828,250,147
Jersey,2001,11.3,9.3,2.8,0.2,0.48,89361,1008,828,250,180
Jersey,2006,9.3,9.3,2.7,0,0.28,91084,847,845,250,2
Jordan,2007,20.7,2.7,6.1,1.8,2.41,6053193,125241,16223,36985,109018
Jordan,2006,21.2,2.6,6.3,1.86,2.49,5906760,125519,15653,36976,109866
Jordan,2005,21.8,2.6,6.4,1.91,2.56,5759732,125332,15148,36977,110184
Jordan,2004,22.7,2.6,6.6,2.01,2.67,5611202,127543,14701,36978,112842
Jordan,2003,23.7,2.6,6.8,2.11,2.78,5460265,129299,14306,37021,114993
Jordan,2002,24.6,2.6,7,2.2,2.89,5307470,130458,13906,36993,116552
Jordan,2001,25.4,2.6,7.2,2.28,3,5153378,131102,13502,37001,117600
Jordan,2000,26.2,2.6,7.4,2.36,3.1,4998564,131162,13146,36989,118016
Kazakhstan,2004,15.5,9.6,-3.4,0.59,0.26,15143704,235030,145228,-50731,89802
Kazakhstan,2005,15.8,9.5,-3.3,0.63,0.3,15185844,239633,143658,-50721,95975
Kazakhstan,2007,16.2,9.4,-3.3,0.68,0.35,15284929,248074,143678,-50746,104396
Kazakhstan,2003,15.3,9.7,-3.4,0.56,0.22,15107581,230995,146997,-50761,83998
Kazakhstan,2002,15.1,9.9,-3.4,0.52,0.18,15077224,227365,149114,-50810,78251
Kazakhstan,2001,14.9,10,-3.4,0.49,0.15,15052250,224279,151125,-50726,73154
Kazakhstan,2000,14.7,10.1,-3.4,0.46,0.12,15032140,220822,152276,-50809,68546
Kazakhstan,2006,16,9.4,-3.3,0.66,0.33,15233244,243732,143497,-50727,100235
Kenya,2001,38.9,12.8,0.8,2.62,2.7,31298701,1218771,399684,26604,819087
Kenya,2002,40.2,12.8,-0.4,2.74,2.7,32155316,1293287,412874,-12219,880413
Kenya,2003,40.3,12.7,-0.1,2.76,2.75,33041785,1331254,420622,-2974,910632
Kenya,2004,40.3,12.4,-0.1,2.79,2.78,33967087,1369893,421192,-4416,948701
Kenya,2005,40.2,12,-1.1,2.82,2.71,34911779,1403454,418941,-38752,984513
Kenya,2006,39.8,11.5,0,2.83,2.83,35890645,1426653,412742,0,1013911
Kenya,2000,37.6,12.6,-0.8,2.5,2.42,30507979,1146185,383790,-23796,762395
Kenya,2007,38.9,10.9,0,2.8,2.8,36913721,1437420,404205,0,1033215
Kiribati,2001,32,8.9,0,2.31,2.31,94149,3011,836,0,2175
Kiribati,2002,31.6,8.8,0,2.28,2.28,96335,3042,844,0,2198
Kiribati,2003,31.2,8.6,0,2.26,2.26,98549,3079,850,0,2229
Kiribati,2004,31,8.5,0,2.25,2.25,100798,3124,856,0,2268
Kiribati,2005,30.9,8.4,0,2.25,2.25,103092,3181,863,0,2318
Kiribati,2006,30.6,8.3,0,2.24,2.24,105432,3231,871,0,2360
Kiribati,2000,32.4,9,0,2.34,2.34,91985,2983,829,0,2154
Kiribati,2007,30.5,8.1,0,2.24,2.23,107817,3286,875,0,2411
"Korea, North",2003,17.6,6.9,0,1.07,1.07,22466481,395635,155693,0,239942
"Korea, North",2001,19.9,6.8,0,1.31,1.31,21940326,437710,149633,0,288077
"Korea, North",2002,18.7,6.9,0,1.18,1.18,22215365,414761,152620,0,262141
"Korea, North",2000,21.4,7.6,0,1.37,1.37,21647682,462394,164955,0,297439
"Korea, North",2004,16.8,7,0,0.98,0.98,22697553,380638,158656,0,221982
"Korea, North",2005,16.1,7,0,0.9,0.9,22912177,368657,161531,0,207126
"Korea, North",2006,15.5,7.1,0,0.84,0.84,23113019,359176,164796,0,194380
"Korea, North",2007,15.1,7.2,0,0.79,0.79,23301725,350924,168005,0,182919
"Korea, South",2007,9.9,6,0,0.39,0.39,49044790,487015,293778,0,193237
"Korea, South",2000,13.4,5.3,0,0.82,0.82,47351083,636872,249540,0,387332
"Korea, South",2006,10,5.8,0,0.41,0.41,48846823,488468,285754,0,202714
"Korea, South",2005,10,5.7,0,0.43,0.43,48640671,488352,278225,0,210127
"Korea, South",2004,10.1,5.6,0,0.45,0.45,48426325,490074,271187,0,218887
"Korea, South",2003,10.2,5.5,0,0.48,0.48,48202264,493591,264148,0,229443
"Korea, South",2002,10.3,5.4,0,0.49,0.49,47969150,494562,257594,0,236968
"Korea, South",2001,11.7,5.3,0,0.64,0.64,47697738,557110,251367,0,305743
Kuwait,2001,21.9,2.5,14.3,1.95,3.38,2041961,44739,5003,29220,39736
Kuwait,2007,21.9,2.4,16.1,1.96,3.56,2505559,54997,5988,40214,49009
Kuwait,2006,21.9,2.4,15.7,1.95,3.52,2418393,53060,5828,37872,47232
Kuwait,2005,21.9,2.4,15,1.95,3.44,2335648,51104,5652,34941,45452
Kuwait,2000,22,2.5,14.8,1.96,3.44,1973572,43498,4835,29150,38663
Kuwait,2003,21.8,2.5,14,1.94,3.34,2183161,47658,5349,30652,42309
Kuwait,2002,21.8,2.5,13.9,1.94,3.33,2111561,46116,5194,29308,40922
Kuwait,2004,21.9,2.4,14.2,1.94,3.36,2257549,49327,5508,32012,43819
Kyrgyzstan,2006,22.8,7.1,-2.5,1.57,1.32,5213898,118877,36914,-13035,81963
Kyrgyzstan,2000,21.2,7.5,-4.7,1.37,0.9,4851054,102697,36334,-22654,66363
Kyrgyzstan,2001,21.4,7.4,-2.4,1.4,1.16,4901329,104692,36172,-11665,68520
Kyrgyzstan,2002,21.6,7.3,-2.4,1.43,1.19,4959164,107019,36251,-11902,70768
Kyrgyzstan,2003,21.9,7.2,-2.4,1.46,1.22,5019150,109668,36389,-12197,73279
Kyrgyzstan,2007,23.1,7,-2.5,1.61,1.35,5284149,121958,37095,-13316,84863
Kyrgyzstan,2004,22.1,7.2,-2.5,1.49,1.25,5081429,112452,36535,-12450,75917
Kyrgyzstan,2005,22.5,7.1,-2.5,1.53,1.29,5146281,115688,36693,-12711,78995
Laos,2006,35.5,11.6,0,2.39,2.39,6368481,226017,73556,0,152461
Laos,2000,38.3,13.3,0,2.49,2.5,5497733,210508,73395,0,137113
Laos,2007,35,11.3,0,2.37,2.37,6521998,228139,73568,0,154571
Laos,2005,36,11.8,0,2.42,2.42,6217141,223755,73549,0,150206
Laos,2004,36.5,12.1,0,2.44,2.44,6068117,221304,73424,0,147880
Laos,2003,36.9,12.4,0,2.45,2.45,5921545,218683,73368,0,145315
Laos,2002,37.4,12.7,0,2.47,2.47,5777564,216023,73317,0,142706
Laos,2001,37.8,13,0,2.48,2.48,5636273,213277,73328,0,139949
Latvia,2002,8.6,13.9,-2.2,-0.53,-0.75,2340205,20056,32505,-5148,-12449
Latvia,2007,9.4,13.6,-2.3,-0.42,-0.65,2259810,21310,30824,-5130,-9514
Latvia,2006,9.2,13.7,-2.3,-0.44,-0.67,2274735,21019,31073,-5141,-10054
Latvia,2005,9,13.7,-2.2,-0.47,-0.69,2290237,20704,31376,-5130,-10672
Latvia,2004,8.9,13.7,-2.2,-0.49,-0.71,2306306,20457,31666,-5143,-11209
Latvia,2003,8.7,13.8,-2.2,-0.51,-0.73,2322943,20233,32033,-5134,-11800
Latvia,2001,8.3,14,-2.2,-0.56,-0.78,2358232,19668,32992,-5141,-13324
Latvia,2000,8.5,13.6,-2.3,-0.5,-0.73,2376178,20245,32197,-5465,-11952
Lebanon,2000,20.2,6.4,0,1.39,1.39,3580728,72474,22845,0,49629
Lebanon,2007,18.1,6.1,0,1.2,1.2,3925502,70973,23946,0,47027
Lebanon,2006,18.5,6.1,0,1.24,1.24,3878010,71743,23772,0,47971
Lebanon,2005,18.9,6.2,0,1.27,1.27,3829722,72229,23629,0,48600
Lebanon,2004,19.3,6.2,0,1.31,1.31,3780677,72929,23478,0,49451
Lebanon,2003,19.7,6.2,0,1.34,1.34,3730926,73350,23318,0,50032
Lebanon,2002,19.9,6.3,0,1.36,1.36,3680786,73395,23152,0,50243
Lebanon,2001,20.1,6.3,0,1.38,1.38,3630599,73120,23018,0,50102
Lesotho,2007,24.7,22.5,-0.8,0.22,0.14,2125262,52536,47797,-1658,4739
Lesotho,2006,25.1,22.7,-0.7,0.24,0.17,2121887,53174,48146,-1379,5028
Lesotho,2005,25.5,23,-0.7,0.25,0.19,2118091,53969,48631,-1377,5338
Lesotho,2004,26.1,23,-0.7,0.31,0.24,2113646,55082,48550,-1374,6532
Lesotho,2003,26.7,22.5,-0.7,0.42,0.36,2107433,56268,47333,-1391,8935
Lesotho,2002,27.4,21.4,-0.7,0.59,0.53,2098200,57428,44943,-1385,12485
Lesotho,2001,28.1,20.1,-0.7,0.8,0.73,2085091,58487,41869,-1376,16618
Lesotho,2000,28.7,18.5,-0.7,1.02,0.95,2067669,59383,38335,-1365,21048
Liberia,2007,43.8,22.2,26.9,2.15,4.84,3195931,139822,71078,85843,68744
Liberia,2000,47.3,24.9,0.3,2.24,2.27,2694875,127548,67129,755,60419
Liberia,2001,46.9,25.1,2.8,2.18,2.46,2759347,129331,69149,7781,60182
Liberia,2002,46.5,25.2,-5.2,2.13,1.6,2816120,130978,70994,-14785,59984
Liberia,2003,46.3,25.4,-40.8,2.08,-2,2811524,130117,71553,-114710,58564
Liberia,2004,46,24.7,-2.5,2.13,1.89,2809109,129331,69357,-6967,59974
Liberia,2005,45.6,23.9,24.6,2.17,4.63,2902179,132397,69333,71365,63064
Liberia,2006,44.8,23.1,27.4,2.17,4.91,3043979,136340,70225,83344,66115
Libya,2000,27.7,3.5,0,2.42,2.42,5115450,141596,17955,0,123641
Libya,2007,26.1,3.5,0,2.26,2.26,6036914,157503,20948,0,136555
Libya,2006,26.5,3.5,0,2.3,2.3,5900754,156311,20535,0,135776
Libya,2005,26.8,3.5,0,2.33,2.33,5765563,154632,20064,0,134568
Libya,2004,27.2,3.5,0,2.37,2.37,5631585,153010,19598,0,133412
Libya,2003,27.4,3.5,0,2.39,2.39,5499074,150840,19192,0,131648
Libya,2002,27.6,3.5,0,2.41,2.41,5368585,148119,18790,0,129329
Libya,2001,27.7,3.5,0,2.42,2.42,5240599,145007,18395,0,126612
Liechtenstein,2007,10,7.3,4.7,0.27,0.74,34247,343,250,162,93
Liechtenstein,2006,10.2,7.2,4.8,0.3,0.78,33987,347,244,162,103
Liechtenstein,2005,10.4,7.1,4.8,0.34,0.82,33717,351,238,162,113
Liechtenstein,2004,10.7,6.9,4.8,0.37,0.85,33436,356,232,162,124
Liechtenstein,2000,11.8,6.7,5,0.52,1.02,32204,381,214,162,167
Liechtenstein,2003,10.9,6.8,4.9,0.41,0.9,33145,362,227,162,135
Liechtenstein,2002,11.2,6.8,4.9,0.45,0.94,32842,369,222,162,147
Liechtenstein,2001,11.5,6.7,5,0.48,0.98,32528,375,218,162,157
Lithuania,2004,8.5,11,-0.7,-0.25,-0.33,3607899,30631,39795,-2562,-9164
Lithuania,2007,8.9,11.1,-0.7,-0.22,-0.29,3575439,31714,39509,-2574,-7795
Lithuania,2000,9.3,10.7,-0.3,-0.13,-0.16,3654387,34132,38919,-1096,-4787
Lithuania,2001,8.7,11.1,-0.7,-0.24,-0.31,3645747,31536,40395,-2552,-8859
Lithuania,2002,8.3,11.3,-0.7,-0.3,-0.38,3633232,30010,41056,-2543,-11046
Lithuania,2003,8.4,11.2,-0.7,-0.28,-0.35,3620094,30300,40400,-2570,-10100
Lithuania,2005,8.6,10.9,-0.7,-0.23,-0.3,3596617,31003,39275,-2554,-8272
Lithuania,2006,8.8,11,-0.7,-0.22,-0.29,3585906,31377,39373,-2546,-7996
Luxembourg,2001,12.8,8.5,9.2,0.43,1.35,444779,5698,3790,4101,1908
Luxembourg,2007,11.8,8.4,8.6,0.34,1.21,480222,5686,4043,4149,1643
Luxembourg,2006,11.9,8.4,8.8,0.35,1.23,474413,5664,3990,4151,1674
Luxembourg,2005,12.1,8.4,8.9,0.36,1.25,468571,5651,3941,4152,1710
Luxembourg,2004,12.2,8.4,9,0.38,1.28,462690,5649,3896,4150,1753
Luxembourg,2003,12.4,8.4,9.1,0.39,1.3,456764,5655,3860,4152,1795
Luxembourg,2002,12.6,8.5,9.2,0.41,1.33,450786,5675,3823,4152,1852
